Date,Close,Open,High,Low,Vol,Change_%
"Aug 01, 2005",83.43,83.00,83.85,82.85,3664300,-0.04
"Jul 29, 2005",83.46,83.30,83.95,83.22,4330300,-0.41
"Jul 28, 2005",83.80,83.55,83.97,83.27,6189700,-0.08
"Jul 27, 2005",83.87,83.80,84.13,82.81,4862300,-0.30
"Jul 26, 2005",84.12,84.15,84.35,83.85,4542900,-0.10
"Jul 25, 2005",84.20,83.98,84.52,83.92,4457800,-0.28
"Jul 22, 2005",84.44,83.98,84.63,83.86,4842700,0.05
"Jul 21, 2005",84.40,84.60,84.95,83.40,8265700,-0.24
"Jul 20, 2005",84.60,83.20,84.96,82.99,9334900,1.08
"Jul 19, 2005",83.70,84.72,85.11,83.70,14155000,2.31
"Jul 18, 2005",81.81,81.99,83.94,81.68,8779200,-0.69
"Jul 15, 2005",82.38,82.43,82.75,81.52,7646600,-0.05
"Jul 14, 2005",82.42,82.00,82.67,82.00,8546300,1.19
"Jul 13, 2005",81.45,81.16,81.75,81.16,11340000,1.76
"Jul 12, 2005",80.04,79.20,80.49,79.18,10946900,1.37
"Jul 11, 2005",78.96,79.40,79.52,78.52,7186800,-0.43
"Jul 08, 2005",79.30,77.38,79.52,77.14,13440800,2.48
"Jul 07, 2005",77.38,75.15,77.53,75.00,10772500,2.07
"Jul 06, 2005",75.81,74.80,76.15,74.40,8009900,1.36
"Jul 05, 2005",74.79,74.38,74.97,74.16,5194600,0.16
"Jul 01, 2005",74.67,74.30,75.33,74.30,4354600,0.63
"Jun 30, 2005",74.20,74.80,75.49,74.07,6232500,-0.71
"Jun 29, 2005",74.73,75.26,75.68,74.62,5794900,-0.76
"Jun 28, 2005",75.30,73.83,75.30,73.45,8222500,1.92
"Jun 27, 2005",73.88,74.01,74.77,73.50,6712200,-0.18
"Jun 24, 2005",74.01,75.17,75.40,74.00,10829100,-1.86
"Jun 23, 2005",75.41,76.81,76.97,75.06,7770800,-2.36
"Jun 22, 2005",77.23,76.83,77.49,76.67,5642800,1.07
"Jun 21, 2005",76.41,76.70,77.00,76.11,5339700,-0.18
"Jun 20, 2005",76.55,76.03,76.98,75.57,3746700,0.21
"Jun 17, 2005",76.39,77.70,77.73,76.38,8327900,-0.86
"Jun 16, 2005",77.05,76.40,77.25,76.31,7841900,0.98
"Jun 15, 2005",76.30,75.70,76.50,75.15,7609200,1.88
"Jun 14, 2005",74.89,75.05,75.43,74.73,4313700,-0.21
"Jun 13, 2005",75.05,74.50,75.93,74.45,5714900,0.37
"Jun 10, 2005",74.77,74.25,75.05,74.10,4847700,-0.21
"Jun 09, 2005",74.93,74.58,75.47,74.23,4423000,0.17
"Jun 08, 2005",74.80,75.15,75.40,74.63,4678000,-0.32
"Jun 07, 2005",75.04,75.00,76.09,75.00,5287500,0.05
"Jun 06, 2005",75.00,75.80,75.90,74.92,5966900,-1.04
"Jun 03, 2005",75.79,77.06,77.10,75.74,6181500,-2.02
"Jun 02, 2005",77.35,76.75,77.39,76.68,4028400,0.66
"Jun 01, 2005",76.84,75.57,77.50,75.57,7793000,1.71
"May 31, 2005",75.55,76.60,77.41,75.50,6423400,-2.01
"May 27, 2005",77.10,77.11,77.24,76.53,3089900,-0.05
"May 26, 2005",77.14,76.45,77.41,76.29,5832200,1.50
"May 25, 2005",76.00,75.42,76.03,75.17,5483800,0.25
"May 24, 2005",75.81,76.14,76.51,75.56,5659300,-0.91
"May 23, 2005",76.51,76.30,76.95,76.00,4759800,0.13
"May 20, 2005",76.41,77.28,77.28,76.36,6334200,-0.97
"May 19, 2005",77.16,76.50,77.64,76.37,7033500,1.05
"May 18, 2005",76.36,75.00,76.82,74.69,10553600,2.79
"May 17, 2005",74.29,73.93,74.43,73.33,5136400,-0.07
"May 16, 2005",74.34,73.09,74.49,73.09,5503300,1.61
"May 13, 2005",73.16,72.53,73.86,72.52,7180500,0.74
"May 12, 2005",72.62,73.53,73.80,72.50,6062800,-0.90
"May 11, 2005",73.28,73.63,73.69,72.51,7198700,-0.03
"May 10, 2005",73.30,74.75,74.76,73.04,8043000,-2.24
"May 09, 2005",74.98,75.26,75.46,74.71,5617300,-0.37
"May 06, 2005",75.26,75.56,75.92,74.97,7752100,-0.32
"May 05, 2005",75.50,78.00,78.11,75.33,12377300,-2.05
"May 04, 2005",77.08,76.60,77.20,76.50,5536300,0.80
"May 03, 2005",76.47,76.78,76.96,75.93,6255300,-0.05
"May 02, 2005",76.51,76.88,77.29,76.03,7242500,0.17
"Apr 29, 2005",76.38,77.05,77.08,75.91,8261300,0.62
"Apr 28, 2005",75.91,77.05,77.11,75.65,8638300,-1.48
"Apr 27, 2005",77.05,75.69,77.18,75.50,11707900,2.15
"Apr 26, 2005",75.43,74.68,76.98,74.65,12500200,1.10
"Apr 25, 2005",74.61,75.24,75.72,74.05,10223400,0.54
"Apr 22, 2005",74.21,74.05,74.70,73.26,10985500,0.24
"Apr 21, 2005",74.03,72.99,74.10,72.80,16274100,2.81
"Apr 20, 2005",72.01,75.48,75.87,71.85,20394900,-4.60
"Apr 19, 2005",75.48,76.98,77.20,75.25,9294500,-1.53
"Apr 18, 2005",76.65,77.15,77.75,76.14,13256100,-0.07
"Apr 15, 2005",76.70,79.49,79.66,76.33,27934400,-8.30
"Apr 14, 2005",83.64,84.63,85.41,83.47,10714500,-1.10
"Apr 13, 2005",84.57,85.76,85.97,84.24,7090900,-1.38
"Apr 12, 2005",85.75,85.90,86.24,85.17,8450500,-0.52
"Apr 11, 2005",86.20,87.35,87.56,86.09,8296500,-1.60
"Apr 08, 2005",87.60,88.28,88.46,87.50,5273400,-0.95
"Apr 07, 2005",88.44,89.00,89.20,88.10,6376500,-0.63
"Apr 06, 2005",89.00,89.05,89.38,88.71,7836800,-0.64
"Apr 05, 2005",89.57,90.23,90.33,89.26,4579300,-0.83
"Apr 04, 2005",90.32,90.08,90.62,89.77,3737900,-0.13
"Apr 01, 2005",90.44,91.49,91.76,90.04,5740800,-1.03
"Mar 31, 2005",91.38,90.46,91.41,90.22,4419300,0.77
"Mar 30, 2005",90.68,90.32,90.88,90.32,5272200,0.09
"Mar 29, 2005",90.60,90.74,91.07,90.18,6094000,-0.48
"Mar 28, 2005",91.04,90.71,91.63,90.62,4257700,0.37
"Mar 24, 2005",90.70,90.80,91.55,90.70,4595800,0.20
"Mar 23, 2005",90.52,89.97,91.17,89.82,5482800,1.14
"Mar 22, 2005",89.50,89.61,90.34,89.26,4453400,-0.01
"Mar 21, 2005",89.51,89.42,90.28,89.27,4395700,0.26
"Mar 18, 2005",89.28,89.86,89.90,89.09,7545300,-0.65
"Mar 17, 2005",89.86,90.49,90.68,89.70,5597100,-0.87
"Mar 16, 2005",90.65,90.74,91.40,90.25,5069900,-0.80
"Mar 15, 2005",91.38,92.00,92.27,91.20,3663400,-0.57
"Mar 14, 2005",91.90,91.50,92.04,91.50,3935700,0.43
"Mar 11, 2005",91.51,92.25,92.41,91.20,4494300,-0.97
"Mar 10, 2005",92.41,92.35,92.80,92.09,3424800,0.06
"Mar 09, 2005",92.35,92.02,93.00,92.01,4513900,0.24
"Mar 08, 2005",92.13,91.70,92.56,91.70,5087800,0.58
"Mar 07, 2005",91.60,92.35,92.51,91.59,8051000,-0.83
"Mar 04, 2005",92.37,92.94,93.18,92.36,4754000,-0.04
"Mar 03, 2005",92.41,93.15,93.21,92.20,4037900,-0.55
"Mar 02, 2005",92.92,92.75,93.73,92.75,4541200,-0.41
"Mar 01, 2005",93.30,92.64,93.43,92.59,3821900,0.78
"Feb 28, 2005",92.58,92.53,92.76,92.41,4943600,-0.24
"Feb 25, 2005",92.80,92.35,92.80,92.29,4081300,0.17
"Feb 24, 2005",92.64,91.98,93.09,91.85,4154000,0.59
"Feb 23, 2005",92.10,92.29,92.44,91.55,5622800,-0.24
"Feb 22, 2005",92.32,92.67,93.50,92.23,4835300,-1.02
"Feb 18, 2005",93.27,93.75,94.25,92.55,4389500,-0.51
"Feb 17, 2005",93.75,94.50,94.76,93.74,4259300,-0.92
"Feb 16, 2005",94.62,94.23,94.97,94.20,4535600,0.31
"Feb 15, 2005",94.33,93.50,94.67,93.48,4299200,0.81
"Feb 14, 2005",93.57,93.16,94.02,93.16,2868800,0.29
"Feb 11, 2005",93.30,92.70,93.97,92.50,4233000,0.58
"Feb 10, 2005",92.76,92.95,93.10,92.30,4838900,0.06
"Feb 09, 2005",92.70,94.14,94.83,92.54,5664200,-1.52
"Feb 08, 2005",94.13,94.28,94.64,94.13,3537600,-0.42
"Feb 07, 2005",94.53,94.35,94.90,94.33,2839900,0.02
"Feb 04, 2005",94.51,93.01,94.74,93.00,3807600,1.04
"Feb 03, 2005",93.54,93.87,93.94,93.06,3944200,-0.81
"Feb 02, 2005",94.30,93.78,94.35,93.63,3753400,0.47
"Feb 01, 2005",93.86,93.67,94.00,93.37,3643600,0.47
"Jan 31, 2005",93.42,93.65,93.95,93.05,4890300,0.57
"Jan 28, 2005",92.89,92.68,93.59,92.48,5960800,0.99
"Jan 27, 2005",91.98,91.50,92.22,91.44,4732000,0.03
"Jan 26, 2005",91.95,92.30,92.87,91.94,5143000,-0.26
"Jan 25, 2005",92.19,91.98,92.59,91.95,5070700,0.44
"Jan 24, 2005",91.79,92.70,92.85,91.76,6673400,-0.64
"Jan 21, 2005",92.38,93.00,93.30,92.23,7002600,-0.67
"Jan 20, 2005",93.00,92.61,93.84,92.60,5708600,-0.11
"Jan 19, 2005",93.10,94.95,95.15,92.93,7476300,-1.90
"Jan 18, 2005",94.90,93.65,95.34,93.62,8643300,0.85
"Jan 14, 2005",94.10,94.01,94.25,93.55,5520900,-0.37
"Jan 13, 2005",94.45,95.39,96.20,93.70,5341200,-0.80
"Jan 12, 2005",95.21,95.00,95.28,94.06,5829800,0.22
"Jan 11, 2005",95.00,95.68,95.79,94.71,4750800,-0.71
"Jan 10, 2005",95.68,95.78,96.09,95.24,4600100,-0.10
"Jan 07, 2005",95.78,96.50,96.80,95.47,6201100,-0.44
"Jan 06, 2005",96.20,96.54,96.98,96.05,4367800,-0.31
"Jan 05, 2005",96.50,96.60,97.83,96.40,5645200,-0.21
"Jan 04, 2005",96.70,97.74,98.42,96.52,5695700,-1.07
"Jan 03, 2005",97.75,98.97,99.10,97.25,5294500,-0.84
"Dec 31, 2004",98.58,98.60,98.91,98.49,2784400,0.28
"Dec 30, 2004",98.30,98.10,99.00,98.07,3792200,0.12
"Dec 29, 2004",98.18,97.81,98.47,97.80,3261800,-0.12
"Dec 28, 2004",98.30,97.40,98.55,97.37,4335500,0.82
"Dec 27, 2004",97.50,97.69,97.97,97.38,3261200,-0.23
"Dec 23, 2004",97.72,97.50,98.00,97.50,3515500,0.11
"Dec 22, 2004",97.61,97.35,97.98,97.29,4896600,0.61
"Dec 21, 2004",97.02,96.59,97.15,96.51,4836700,0.49
"Dec 20, 2004",96.55,96.35,97.57,96.35,4762000,0.36
"Dec 17, 2004",96.20,97.00,98.00,96.20,8808600,-1.28
"Dec 16, 2004",97.45,96.80,98.15,96.80,5600300,0.12
"Dec 15, 2004",97.33,96.92,97.70,96.81,3896900,0.02
"Dec 14, 2004",97.31,96.30,97.70,96.29,4489000,0.89
"Dec 13, 2004",96.45,96.85,97.20,96.08,4790200,-0.23
"Dec 10, 2004",96.67,96.10,97.99,96.10,4188300,-0.86
"Dec 09, 2004",97.51,96.20,97.60,95.71,5710600,0.89
"Dec 08, 2004",96.65,96.43,97.35,95.77,5259400,0.57
"Dec 07, 2004",96.10,97.70,98.25,95.99,6463400,-1.61
"Dec 06, 2004",97.67,96.88,97.90,96.65,4995800,0.61
"Dec 03, 2004",97.08,96.55,97.63,96.55,7026900,1.38
"Dec 02, 2004",95.76,95.65,96.78,95.49,4970500,-0.13
"Dec 01, 2004",95.88,94.50,96.07,94.47,5665100,1.74
"Nov 30, 2004",94.24,95.15,95.65,94.24,5843400,-1.32
"Nov 29, 2004",95.50,94.94,96.38,94.94,5699800,0.82
"Nov 26, 2004",94.72,95.05,95.38,94.58,2204300,-0.78
"Nov 24, 2004",95.46,95.04,95.79,95.04,3750600,0.19
"Nov 23, 2004",95.28,94.70,95.37,94.55,5529900,0.18
"Nov 22, 2004",95.11,94.30,95.40,94.16,5818400,0.70
"Nov 19, 2004",94.45,94.95,95.16,94.25,5679500,-0.68
"Nov 18, 2004",95.10,95.36,95.70,95.03,4656000,-0.38
"Nov 17, 2004",95.46,95.30,96.63,95.30,6353300,0.60
"Nov 16, 2004",94.89,95.25,95.50,94.65,5687300,-1.07
"Nov 15, 2004",95.92,95.08,96.00,94.80,4887600,0.63
"Nov 12, 2004",95.32,94.66,95.50,94.56,4960300,0.56
"Nov 11, 2004",94.79,93.60,95.22,93.54,7454300,1.26
"Nov 10, 2004",93.61,92.92,94.30,92.92,6258400,0.26
"Nov 09, 2004",93.37,93.00,93.95,93.00,4513100,0.00
"Nov 08, 2004",93.37,92.50,93.70,92.50,4907300,0.10
"Nov 05, 2004",93.28,92.40,93.52,92.40,6534300,0.97
"Nov 04, 2004",92.38,91.05,92.70,90.82,6659200,1.29
"Nov 03, 2004",91.20,91.25,91.90,90.97,6547200,0.81
"Nov 02, 2004",90.47,89.55,91.22,89.50,5360900,0.40
"Nov 01, 2004",90.11,89.33,90.60,89.23,5160900,0.40
"Oct 29, 2004",89.75,89.40,89.90,88.95,4518500,0.28
"Oct 28, 2004",89.50,89.80,90.24,89.43,4226500,-0.56
"Oct 27, 2004",90.00,88.58,90.27,88.50,6035100,1.12
"Oct 26, 2004",89.00,88.33,89.57,88.25,7337600,0.64
"Oct 25, 2004",88.43,87.36,88.90,87.31,5775000,1.19
"Oct 22, 2004",87.39,88.22,88.45,87.29,5998900,-0.81
"Oct 21, 2004",88.10,88.40,88.76,87.66,6272100,-0.81
"Oct 20, 2004",88.82,88.45,89.19,88.29,7079800,-0.62
"Oct 19, 2004",89.37,88.20,89.73,88.00,13820000,4.02
"Oct 18, 2004",85.92,84.30,86.15,84.29,7280600,1.26
"Oct 15, 2004",84.85,84.78,85.25,84.60,5928500,0.08
"Oct 14, 2004",84.78,84.75,84.98,84.30,4233700,-0.24
"Oct 13, 2004",84.98,86.26,86.48,84.43,6665200,-1.19
"Oct 12, 2004",86.00,86.02,86.20,85.58,4627300,-0.73
"Oct 11, 2004",86.63,86.77,87.20,86.27,3016300,-0.09
"Oct 08, 2004",86.71,87.43,87.91,86.51,4090300,-0.81
"Oct 07, 2004",87.42,88.04,88.10,87.40,3076900,-0.70
"Oct 06, 2004",88.04,87.14,88.10,87.10,3984400,0.82
"Oct 05, 2004",87.32,87.95,88.03,87.13,5150800,0.18
"Oct 04, 2004",87.16,87.00,88.10,86.72,5001400,0.51
"Oct 01, 2004",86.72,85.95,86.98,85.88,4542800,1.14
"Sep 30, 2004",85.74,85.14,85.98,85.01,5198000,0.89
"Sep 29, 2004",84.98,84.48,84.98,84.15,4204600,0.59
"Sep 28, 2004",84.48,84.35,84.65,83.88,3874200,0.38
"Sep 27, 2004",84.16,84.10,84.44,83.98,4650300,-0.32
"Sep 24, 2004",84.43,83.80,84.74,83.78,4899700,0.66
"Sep 23, 2004",83.88,84.04,84.27,83.24,4801200,-0.51
"Sep 22, 2004",84.31,85.35,85.44,84.17,5037200,-1.64
"Sep 21, 2004",85.72,85.70,86.11,85.34,4049700,0.02
"Sep 20, 2004",85.70,85.40,86.43,85.40,4380400,-0.05
"Sep 17, 2004",85.74,86.40,86.50,85.44,6203400,-0.44
"Sep 16, 2004",86.12,86.20,86.96,85.93,3623300,-0.29
"Sep 15, 2004",86.37,85.94,86.50,85.89,4631200,-0.40
"Sep 14, 2004",86.72,86.60,86.88,86.15,3953800,0.27
"Sep 13, 2004",86.49,87.00,87.28,86.08,4728300,-0.31
"Sep 10, 2004",86.76,86.43,87.00,86.25,3753500,0.37
"Sep 09, 2004",86.44,85.86,86.79,85.86,4517400,0.68
"Sep 08, 2004",85.86,84.90,86.51,84.88,5728400,1.05
"Sep 07, 2004",84.97,84.70,85.44,84.60,4004600,0.69
"Sep 03, 2004",84.39,84.30,84.69,83.96,3479800,-0.21
"Sep 02, 2004",84.57,84.22,84.78,83.85,3389000,0.42
"Sep 01, 2004",84.22,84.05,85.09,84.01,4748500,-0.55
"Aug 31, 2004",84.69,84.55,84.69,83.65,3401400,0.34
"Aug 30, 2004",84.40,84.57,84.99,84.39,2278100,-0.64
"Aug 27, 2004",84.94,84.65,84.95,84.59,2444800,0.30
"Aug 26, 2004",84.69,85.00,85.04,84.69,3134400,-0.45
"Aug 25, 2004",85.07,85.00,85.27,84.55,4405600,0.42
"Aug 24, 2004",84.71,85.00,85.15,84.35,2710400,0.07
"Aug 23, 2004",84.65,85.23,85.45,84.65,4262600,-0.70
"Aug 20, 2004",85.25,84.52,85.25,84.52,4501500,0.42
"Aug 19, 2004",84.89,84.75,85.35,84.45,4704500,-0.28
"Aug 18, 2004",85.13,83.60,85.13,83.57,4833700,1.30
"Aug 17, 2004",84.04,84.10,84.54,83.66,3559600,0.02
"Aug 16, 2004",84.02,83.70,84.56,83.51,4361500,0.13
"Aug 13, 2004",83.91,82.54,83.94,82.51,5916900,2.07
"Aug 12, 2004",82.21,83.05,83.05,81.90,7135000,-1.77
"Aug 11, 2004",83.69,83.70,83.98,83.10,5268500,-1.53
"Aug 10, 2004",84.99,84.00,84.99,83.81,4358600,1.72
"Aug 09, 2004",83.55,83.48,83.96,82.87,3621100,0.08
"Aug 06, 2004",83.48,84.38,84.76,83.42,5219200,-2.01
"Aug 05, 2004",85.19,85.97,86.42,85.01,3880000,-0.91
"Aug 04, 2004",85.97,85.30,86.65,85.25,4160700,0.30
"Aug 03, 2004",85.71,86.70,86.80,85.44,4147200,-1.13
"Aug 02, 2004",86.69,86.87,87.39,86.42,3493500,-0.44
"Jul 30, 2004",87.07,86.45,87.40,86.39,3584000,0.35
"Jul 29, 2004",86.77,86.25,87.22,86.23,4232300,1.07
"Jul 28, 2004",85.85,85.88,86.28,84.88,6566200,-0.03
"Jul 27, 2004",85.88,85.60,86.30,85.45,4098500,0.93
"Jul 26, 2004",85.09,84.85,85.58,84.51,4577600,0.28
"Jul 23, 2004",84.85,85.70,86.06,84.50,4309400,-1.41
"Jul 22, 2004",86.06,85.00,86.40,84.68,6006700,0.89
"Jul 21, 2004",85.30,86.75,87.11,85.30,5534000,-1.23
"Jul 20, 2004",86.36,85.63,86.49,85.30,5651500,1.24
"Jul 19, 2004",85.30,84.50,85.85,84.40,6596000,1.21
"Jul 16, 2004",84.28,86.05,86.48,84.28,10441900,0.31
"Jul 15, 2004",84.02,84.13,84.63,83.61,7095000,-0.13
"Jul 14, 2004",84.13,84.84,85.24,83.78,6298800,-1.31
"Jul 13, 2004",85.25,85.90,86.09,85.20,6001500,0.35
"Jul 12, 2004",84.95,84.00,85.25,83.42,6009200,1.26
"Jul 09, 2004",83.89,84.40,84.50,83.51,6595200,0.29
"Jul 08, 2004",83.65,85.00,85.01,83.58,7530100,-1.99
"Jul 07, 2004",85.35,85.30,85.94,85.05,5677300,-0.41
"Jul 06, 2004",85.70,86.50,86.73,85.13,6408100,-1.54
"Jul 02, 2004",87.04,87.45,87.55,86.60,2874700,-0.53
"Jul 01, 2004",87.50,88.28,88.44,86.57,5094100,-0.74
"Jun 30, 2004",88.15,88.30,88.50,87.70,4725800,-0.16
"Jun 29, 2004",88.29,88.35,88.49,87.90,4394800,-0.47
"Jun 28, 2004",88.71,89.71,89.90,88.36,4423200,-0.94
"Jun 25, 2004",89.55,89.95,90.23,88.94,5617800,-0.49
"Jun 24, 2004",89.99,90.28,90.92,89.84,4104000,-0.88
"Jun 23, 2004",90.79,90.10,90.84,89.84,4371700,0.86
"Jun 22, 2004",90.02,89.28,90.24,89.13,4178300,0.59
"Jun 21, 2004",89.49,90.40,90.43,89.31,3868400,-0.63
"Jun 18, 2004",90.06,90.20,90.80,89.90,6477200,-0.42
"Jun 17, 2004",90.44,90.50,90.56,90.07,4208200,0.07
"Jun 16, 2004",90.38,90.25,90.93,90.09,3146700,-0.18
"Jun 15, 2004",90.54,90.49,91.21,90.23,4508300,0.52
"Jun 14, 2004",90.07,90.05,90.58,89.62,4121400,-0.43
"Jun 10, 2004",90.46,90.23,90.75,89.89,3468700,0.41
"Jun 09, 2004",90.09,89.90,90.55,89.81,5233400,0.06
"Jun 08, 2004",90.04,88.64,90.50,88.40,5400400,1.58
"Jun 07, 2004",88.64,88.75,88.99,88.01,4264500,1.23
"Jun 04, 2004",87.56,87.95,88.49,87.50,3803400,0.24
"Jun 03, 2004",87.35,87.85,88.10,87.35,3011500,-0.72
"Jun 02, 2004",87.98,88.64,88.64,87.89,3913500,-0.16
"Jun 01, 2004",88.12,88.00,88.48,87.30,4734200,-0.53
"May 28, 2004",88.59,88.48,88.85,88.25,3203900,0.00
"May 27, 2004",88.59,88.75,89.08,87.98,4088100,0.27
"May 26, 2004",88.35,88.64,88.85,88.04,4308200,-0.39
"May 25, 2004",88.70,86.75,88.92,86.55,5358100,1.84
"May 24, 2004",87.10,87.75,87.84,86.55,3778100,-0.03
"May 21, 2004",87.13,87.59,88.18,86.91,5130100,-0.33
"May 20, 2004",87.42,87.06,87.95,87.05,4032800,0.43
"May 19, 2004",87.05,87.40,88.88,86.50,7432300,1.15
"May 18, 2004",86.06,86.08,86.49,86.00,4401100,0.62
"May 17, 2004",85.53,85.30,86.03,85.15,5700000,-1.02
"May 14, 2004",86.41,86.65,87.35,86.07,5197800,-0.89
"May 13, 2004",87.19,86.79,87.41,86.26,4709600,0.44
"May 12, 2004",86.81,87.25,87.25,85.12,8445900,-0.37
"May 11, 2004",87.13,87.20,88.15,86.82,6575000,0.29
"May 10, 2004",86.88,87.60,88.10,86.37,6692700,-1.49
"May 07, 2004",88.19,87.75,89.40,87.62,5407400,-0.19
"May 06, 2004",88.36,88.10,89.10,87.59,4319100,-0.67
"May 05, 2004",88.96,89.75,89.75,88.51,4402300,-0.04
"May 04, 2004",89.00,88.02,89.74,88.00,5451800,1.11
"May 03, 2004",88.02,88.13,88.52,87.20,6070100,-0.17
"Apr 30, 2004",88.17,89.01,89.20,88.01,5019500,-1.02
"Apr 29, 2004",89.08,90.01,90.26,88.19,7764200,-1.47
"Apr 28, 2004",90.41,90.30,90.98,90.21,4706000,-0.77
"Apr 27, 2004",91.11,90.65,91.99,90.56,4768000,0.75
"Apr 26, 2004",90.43,90.75,91.56,90.35,4533600,-0.93
"Apr 23, 2004",91.28,91.00,91.61,90.36,5063200,0.60
"Apr 22, 2004",90.74,90.50,91.51,89.70,7988000,-0.57
"Apr 21, 2004",91.26,91.15,91.42,90.69,4623700,0.67
"Apr 20, 2004",90.65,92.00,92.48,90.65,4262800,-1.40
"Apr 19, 2004",91.94,91.90,92.30,91.70,4159400,-0.37
"Apr 16, 2004",92.28,92.30,92.35,91.04,11118100,-1.80
"Apr 15, 2004",93.97,93.80,94.09,93.06,6866300,0.29
"Apr 14, 2004",93.70,92.10,93.86,92.10,5318700,0.71
"Apr 13, 2004",93.04,93.79,94.04,92.50,5014000,-0.75
"Apr 12, 2004",93.74,93.50,94.36,93.40,3112600,0.67
"Apr 08, 2004",93.12,94.00,94.39,92.55,3868000,0.04
"Apr 07, 2004",93.08,93.37,93.58,92.51,4527500,-0.66
"Apr 06, 2004",93.70,93.60,93.79,93.02,3863600,-0.51
"Apr 05, 2004",94.18,93.95,94.37,93.51,3936000,-0.02
"Apr 02, 2004",94.20,93.55,94.55,93.33,5894500,1.98
"Apr 01, 2004",92.37,91.67,92.68,91.62,4248700,0.58
"Mar 31, 2004",91.84,92.07,92.24,91.51,4613500,-0.52
"Mar 30, 2004",92.32,92.67,92.67,91.35,5415700,-0.39
"Mar 29, 2004",92.68,92.99,93.61,92.18,4879000,-0.10
"Mar 26, 2004",92.77,92.39,93.25,92.16,4397700,0.41
"Mar 25, 2004",92.39,92.15,92.63,91.45,5585900,0.68
"Mar 24, 2004",91.77,91.57,92.49,91.04,6211000,0.49
"Mar 23, 2004",91.32,91.60,92.16,90.68,5065300,0.33
"Mar 22, 2004",91.02,91.27,91.48,90.28,6223600,-0.65
"Mar 19, 2004",91.62,92.86,92.97,91.51,7185200,-1.32
"Mar 18, 2004",92.85,93.05,93.18,91.90,4605200,-0.58
"Mar 17, 2004",93.39,92.57,93.79,92.45,4663000,1.02
"Mar 16, 2004",92.45,92.40,92.70,91.42,4638200,0.69
"Mar 15, 2004",91.82,92.60,92.69,90.88,6523500,-1.59
"Mar 12, 2004",93.30,92.00,93.38,91.68,6290600,2.29
"Mar 11, 2004",91.21,92.00,92.98,91.15,8560800,-1.99
"Mar 10, 2004",93.06,94.38,94.74,92.68,6536400,-1.56
"Mar 09, 2004",94.53,94.30,95.28,93.77,6391400,-0.06
"Mar 08, 2004",94.59,96.49,96.88,94.59,5084400,-1.93
"Mar 05, 2004",96.45,95.95,96.98,95.56,3971800,0.06
"Mar 04, 2004",96.39,96.58,96.92,96.13,3549500,-0.46
"Mar 03, 2004",96.84,96.57,96.89,95.60,4807000,0.02
"Mar 02, 2004",96.82,97.60,97.60,96.62,4976200,-0.23
"Mar 01, 2004",97.04,96.50,97.25,96.15,4454000,0.56
"Feb 27, 2004",96.50,96.80,97.38,96.10,4715000,-0.30
"Feb 26, 2004",96.79,96.27,97.26,96.25,3967800,0.26
"Feb 25, 2004",96.54,96.50,97.09,96.23,3362500,-0.26
"Feb 24, 2004",96.79,95.20,97.46,95.20,7012100,0.86
"Feb 23, 2004",95.96,97.40,97.51,95.46,6629600,-1.39
"Feb 20, 2004",97.31,98.60,98.60,97.19,5690200,-0.50
"Feb 19, 2004",97.80,98.42,99.23,97.52,5448100,-0.63
"Feb 18, 2004",98.42,99.31,99.77,98.15,4830500,-0.96
"Feb 17, 2004",99.37,99.99,100.00,99.32,3931100,-0.34
"Feb 13, 2004",99.71,99.10,100.09,99.08,3562500,0.41
"Feb 12, 2004",99.30,100.06,100.30,99.30,3611700,-0.66
"Feb 11, 2004",99.96,99.20,100.31,98.80,5505700,0.35
"Feb 10, 2004",99.61,98.45,99.97,98.41,4057500,0.67
"Feb 09, 2004",98.95,99.31,99.44,98.60,3742400,0.01
"Feb 06, 2004",98.94,98.85,99.24,98.25,5400900,0.08
"Feb 05, 2004",98.86,100.00,100.09,98.26,5975100,-1.33
"Feb 04, 2004",100.19,99.38,100.43,99.30,8391300,0.19
"Feb 03, 2004",100.00,99.00,100.00,98.95,5604600,0.61
"Feb 02, 2004",99.39,99.15,99.94,98.50,6200000,0.16
"Jan 30, 2004",99.23,98.02,99.33,97.84,6137600,1.24
"Jan 29, 2004",98.01,98.10,98.60,96.55,6642500,0.65
"Jan 28, 2004",97.38,99.15,99.42,97.28,6552200,-1.44
"Jan 27, 2004",98.80,99.40,99.67,98.70,5345500,-1.05
"Jan 26, 2004",99.85,97.90,99.85,97.56,6190100,1.99
"Jan 23, 2004",97.90,97.82,98.21,97.10,5283900,0.40
"Jan 22, 2004",97.51,97.84,98.16,97.32,4371600,-0.19
"Jan 21, 2004",97.70,97.23,98.04,96.64,6952800,0.62
"Jan 20, 2004",97.10,96.00,97.44,95.73,9285300,1.87
"Jan 16, 2004",95.32,95.00,95.35,94.71,9305000,1.38
"Jan 15, 2004",94.02,95.07,95.65,93.55,19814900,4.11
"Jan 14, 2004",90.31,89.90,90.46,89.75,5537000,0.68
"Jan 13, 2004",89.70,91.45,91.51,89.01,8843000,-2.02
"Jan 12, 2004",91.55,91.21,92.14,91.21,5130400,0.37
"Jan 09, 2004",91.21,91.75,92.35,91.00,7932000,-1.97
"Jan 08, 2004",93.04,93.21,93.21,92.03,6251800,0.28
"Jan 07, 2004",92.78,93.14,93.38,92.47,4927600,-0.30
"Jan 06, 2004",93.06,92.20,93.19,92.14,4380000,0.01
